feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,target
64.79048679473199,73.304460525149,-1.6567391505647588,39.62696027193161,13.315544863704186,93.48001260726996,-0.006242141237353199,49.40061706348448,55.14093841684638,95.65466402766565,0
43.55921725858146,12.191072174227827,56.01221596106754,61.67142034940026,86.61362691713553,57.525507248946504,36.93611649455415,95.74338394811274,23.597672965808165,22.524592227159385,1
81.44417704177582,73.08913974381294,14.431761838464903,18.230217668139588,51.764543353029,45.15159109040886,88.10188266398829,23.81786322445187,72.32472494778278,49.78087857785219,2
40.58522489078727,47.738102149677836,77.96822801285062,71.9124301548154,72.02880649359734,100.16561429696522,7.960323334497873,0.7955860577726259,3.0115824510665066,53.46806868756074,3
41.19389183705003,27.39295520520411,84.59153169025916,35.49724391906725,64.23059343983503,87.56641561018249,42.75928986169286,73.67346047291728,27.41817792522912,88.36095280716113,4
5.330738992452999,73.22437453073633,50.81024813257521,18.478192951713176,8.112692643676457,83.0823021150786,90.51107481026425,4.921794297600516,25.23909483748458,62.57264094204078,5
98.65700785991254,33.522624014613626,13.208994443614968,49.405181422066214,41.38919061830393,83.82285490524595,80.4864234436729,101.28704218386896,27.302331173029987,32.0308457111308,6
32.43653267383781,73.78382569334005,51.16561312357301,50.57353414683815,67.2439582647222,44.65648973425627,62.706874157403284,45.939339015693285,38.66740622746334,1.6409057776895684,7
72.81784781356669,99.47753321349168,88.34001580890728,47.13488609155802,10.843283901959126,94.74596240976422,98.17226222543268,16.44462603348608,56.17887430773957,-0.1382300517617958,8
54.050974711407896,61.981877058311916,92.31555132374557,60.72769036453669,73.03241568801378,21.714563762437358,30.46353764859493,13.924160485251868,12.431169809488653,27.20169923020061,9
86.97355953180754,72.85745043635627,61.25488063464511,17.32341851101154,39.447572795058576,18.371223791327854,35.955341186187255,60.83708620754003,76.21165902017722,23.90529678369649,10
30.7600382979785,83.98629692702255,62.108671603980724,72.30491401404247,68.31841012995851,67.25896665953563,82.40300429913135,96.75875910682355,90.60045162936859,21.84256257685296,11
90.87633360550534,18.625754868471752,0.8252862823123658,17.92154099935095,20.864210543603996,26.014203400969837,13.269520784318583,3.650366151417235,71.66550586148244,47.119521826227164,12
34.506422027045254,7.440336446998163,98.27818793517994,61.761364616984935,95.67678389207619,4.196325807638771,43.8588925497382,5.78163474148003,31.89689274400871,35.252230344508135,13
13.200573250393132,80.40272115564487,12.698207562024594,84.82126930135617,7.355707274418025,60.05294536163778,15.133612999557013,45.572234980611725,12.016301666208655,12.5708572685679,14
67.40247252069634,53.666016892877074,18.391659021446458,66.14786355604004,22.398089747054506,85.1680226966224,49.59308506262572,82.01628460907752,50.64559844522129,81.21337205076613,15
15.14545100219928,74.7098078136313,25.61954263510725,91.71983626887521,66.83413402949965,25.645161738289218,91.97548680625152,44.88531344307805,76.13065478230578,79.60757183779434,16
63.501578359681126,30.918437660723043,76.1987556660283,48.289677237291734,76.85472109548134,54.17207432580026,98.27899558138763,79.25637489455428,98.87571521891532,64.1382853917289,17
71.70317131223736,2.333215852335293,93.99798903054858,71.48500762522882,8.416243951637597,76.10647174766038,35.8694523461359,60.75498416675746,80.10780146070861,7.669284042913872,18
49.84131319382991,28.042775831204995,52.31122322416046,42.98969441198793,40.15140115495877,86.42259980825352,37.101123830258715,18.1374892128959,12.702898990215095,26.753740147049427,19
76.58143327632932,1.24234194141924,90.30349167380406,67.63180920686689,13.582810239481267,73.99436460735578,28.002404984721093,64.65270627288754,79.3910576175383,13.597114160470085,18
40.44526426878703,71.6314819410978,56.932646055035455,56.66283484101066,68.2372356954014,44.57370144849686,62.28947949689983,49.54840502772954,39.313898645927246,1.676563019415763,7
9.407313356543137,73.78652987334112,53.515504844727374,20.301719117690514,3.2956582467962847,81.04111695704975,90.15364265232398,1.6971494409900818,23.944574038103635,71.35287257953837,5
94.68469181953596,27.806945323785175,14.451931971109536,47.668991379053644,29.525489863845458,86.50155440626585,79.65608216033083,99.0029819758282,38.67010632184899,33.26696645560492,6
88.71387557477817,75.1182848547763,63.67415703562504,16.55832516202313,36.78924895829807,14.30626781871399,32.6673924784522,51.40465590423886,84.75893129836307,22.298879399680185,10
75.50399033984145,4.342618854533368,92.89451897037091,71.68062555883063,17.36463447085569,77.40242889094425,34.19316667099924,61.391934078701624,86.31054622737138,13.814387722684307,18
18.55468216776699,76.94438602624513,24.293933404038107,95.36570882791723,70.25594408652215,27.115957909681555,91.02801274910202,40.02369347440243,71.47800417357784,77.71906291560818,16
96.56162303365547,36.57784531865569,16.651704959509214,44.80410709119934,33.54853998952618,83.8092488673913,88.05858324242202,99.85077573018603,34.05615032927448,35.11705099018385,6
85.4417913101071,74.25597413192114,14.53798092735123,12.252410370147981,59.738750933775364,45.82050255855346,88.02669286731866,21.989946709636815,65.46579025446508,43.70411399759298,2
29.79106322061823,77.51633716329752,62.64132786163381,67.3974082734776,72.48910255548626,69.2005272800819,77.69313060924723,88.33028845518612,81.70173771065913,20.945398001569707,11
19.329998731160018,74.15550936693936,26.301150596141916,96.63642122102783,71.37499604856653,31.924520204198313,96.13730399590214,45.78384959346543,71.0703094815027,77.728383499928,16
36.155274014994816,85.10489655557394,66.89981967543922,71.48957152685121,80.20240127107108,74.37158553712563,78.39942672495648,86.4932073114094,81.1771176872645,20.40551157140955,11
85.88454885270372,75.1524673936529,67.15312596506902,14.09142545418159,39.84618712148283,17.00665555374149,38.49554458907403,50.068461724386,80.46008495416804,19.949788288218333,10
16.71549641932163,80.80825693651019,44.58993507836633,22.076702737788786,2.441633787406258,78.00111174437292,94.87762901276761,-0.5103710530687384,31.165410519829152,70.58905817856231,5
20.296677740749576,83.36012430273156,14.499452349062818,79.29366661995294,11.466713426716803,61.23674348079426,20.03589000648599,45.058591337575635,12.072917356484352,13.226724056074481,14
89.17173008441124,75.4320733282617,73.58063705772358,10.980398929154802,36.43294226575068,18.312690881985716,36.36176155875667,53.608993133386974,77.19980986753352,24.7692103779259,10
96.37928437868648,20.50676515958529,2.000177373374005,20.334904976357887,21.92006566242032,25.640880381069152,18.73064677543774,-1.5688166166865716,68.1747993965788,49.3595062382866,12
47.32562152743581,57.33806553817553,96.51872462823134,64.68861699281908,76.79356762258828,24.042022449493018,25.8836931489233,18.423593455957057,10.815577157086055,26.459848379941675,9
50.17363426344848,34.006240850618866,42.26549414064756,42.5656099455545,39.36596725791578,93.42624819022325,45.39825876379323,14.173748176013305,10.851493510494887,33.75121029976668,19
99.45296318263293,20.24202969423614,0.9653961808652507,19.87803328804366,18.58231348326656,25.508796930178804,19.11294910208901,1.0314355302524738,69.23287250856025,53.68764796885185,12
44.560747936174266,27.626999252933064,49.4302690016566,36.787216738399906,44.269650094352656,88.92253321384271,41.914345120685724,9.99947552881558,10.759116954297784,32.15441630997806,19
19.251906726987926,81.78855067675612,19.142734457257525,81.61076130312757,8.857593684707881,65.45980377836824,16.42552109576699,47.40472733960093,7.208244011181172,21.48853525364418,14
91.7286554008723,18.099939544175346,1.9959660491148605,19.492477318816064,23.28717224229936,22.191872441617488,25.96529864552353,-5.3686035839549815,74.28349973806326,47.75545562874622,12
90.44491257098449,84.21577886400601,63.300735794165824,20.56201460311474,41.854348115087284,18.84409740629044,41.16680676509886,55.195021478925426,80.4212312155854,27.197818437251783,10
21.559366014179993,78.77425069202876,17.31783099542237,80.79799632717084,4.389429174795851,55.82142843922411,15.57337252624713,44.71578310461195,11.52419930311337,19.004490594991044,14
37.23824091073696,39.89129974171515,73.63968722969355,70.45025771772448,64.09569042395916,99.19623547537802,6.315759246476908,2.280342504050262,1.5504266223639669,62.17967691420057,3
90.03208148416641,19.106265604002203,0.8530595919191528,20.253616415379206,23.79228029067674,24.54990731727392,19.3565477795746,1.85197994755136,69.67089206728834,47.03996772020823,12
54.44488070381984,24.379663768582,73.51535818627809,50.483402775452106,74.82185051412047,54.90646137030501,95.16110549276151,87.23638180494211,96.01549312306793,72.40812432268204,17
51.23964491571227,22.748164773815724,68.26070655067358,41.952116018051285,80.82013729661098,49.51137982021151,98.17677438005845,80.33117892486156,93.34322477287462,72.8772998464619,17
41.308513536866954,75.92359729397393,53.278289852495575,52.89115877981246,62.81085519961655,43.74003034369997,57.593881185186795,55.29618603853302,39.55015897510432,6.377650061142736,7
14.797614632845521,76.61270312869317,21.75101170675363,102.17681550608586,68.56633613849672,18.14986531844429,95.51486920665256,43.74340590916278,66.64012586892895,78.44250204990101,16
59.17961882378699,22.082731502637227,71.68307567927499,47.42385802883319,79.97738656940618,59.8931667064657,98.41160531983473,82.25893939750145,95.79163454501361,65.53540848633426,17
79.03140727488447,96.34767917716695,96.64784519294909,45.365820502563444,-1.421888304081314,88.19277205758476,103.1715541137765,17.82499108920689,51.07087640616536,4.9967162036725,8
38.1972916546618,7.030688118962097,58.513044793986936,68.9021299931746,79.49581437333842,63.68419412844803,40.83355542202763,97.9274438747474,20.989836912336756,22.723884317916045,1
37.59669751512173,74.03184740310755,54.58535383944983,56.69322552054972,62.635542244882345,41.54090026055177,54.44115434182261,45.15532649125019,33.99106277980529,5.217007845502758,7
78.50424735816135,95.86842941434766,95.69722587270736,41.30759803187904,7.94579647386108,93.69513078798629,102.48246217333222,22.524102078536174,51.99757952217559,5.8918357059075035,8
65.0193681512689,47.853792905711366,17.673986229929216,70.9262228786018,23.696516159820877,91.9102572572034,47.33855791806765,85.40407973787,45.9754527641981,80.51578235715856,15
33.31793038140495,85.58159594078771,66.0789467826948,72.95918079113254,72.5319539508002,73.87730815807018,74.2438437808027,98.12895938816752,86.75785243096705,13.078419776896434,11
38.19104545801575,39.92128473782837,83.22265459222548,66.41062917583942,65.14505919247001,96.39624168511638,5.471745415981372,5.615822882254056,1.423319996780666,58.672148803088305,3
28.741809999312064,11.29340758671266,100.13086143538632,58.47041299373618,97.5747748016176,4.199360066601081,43.922114615115866,4.719014285776345,38.63353840664437,36.823431067781954,13
94.26406529033295,35.889315966979595,14.31613480714289,47.747230738875395,28.42939729793053,92.4294703398356,72.28687276295811,103.71703336576243,37.283091652920454,27.55792331139918,6
42.74738145204293,59.24531270986712,96.333482003605,65.09789734791222,78.2530212471211,25.504184214253808,31.11060485903129,11.51639157537351,11.661332025804295,30.059231647880843,9
79.44615382767677,3.6286349937355635,95.48221745062119,72.81185149188187,10.11453884382453,71.76648288949465,39.8111341425028,56.85707643181718,84.55032675321962,13.827943191863794,18
93.28503097115386,15.794402753372996,-5.369563191849543,22.181007908357156,24.826864823261587,23.792151726804914,11.76022796923884,3.0193103072325584,74.2417739000124,42.43984500483474,12
76.51654241564651,91.55037688252459,90.34922830317159,44.075536592711494,8.248670386018699,97.37737546668266,100.73499730137193,20.802430486729623,52.848920643312574,8.850848234496429,8
74.07823048126681,94.09767456537872,87.53764066226414,42.618542300464284,11.684306909789164,98.43685113531483,102.25788328024674,16.865258692205547,44.5614155384909,4.834400064054344,8
16.098842296177743,73.25742438149373,50.228964243124366,19.178353688438907,2.630662105323249,84.13245237199939,94.4656486867161,0.7778817580724204,29.052634592607113,62.07307463160852,5
15.249247901577343,80.10443995375638,16.719097062838188,83.42505689443324,7.47630986983242,51.767330819862906,15.996053366207429,43.01745184195786,11.214850877583736,17.76274960698524,14
42.42421143693274,25.31249282972707,40.79605727820328,43.33638865029591,43.18342383929991,92.71858194045963,43.39202061417985,4.201362780985162,16.55991767245258,32.03416832370661,19
33.17069577953189,86.57529077882492,62.830614249292104,69.0287434589168,69.94906008770155,73.11023144945153,78.51470013680425,85.7372659951016,81.64169779400673,19.873518447282574,11
18.6439732625173,77.13849122817378,30.712789464089163,95.87731464621334,66.92643685706355,26.679273691135798,92.08758088599654,42.63740439418498,66.30750481967671,77.9526442310062,16
40.073616304850525,26.556008486909192,79.89689721812084,35.02166199153546,69.0763529956022,88.91012145788847,34.5114079965003,73.40180780973665,33.20253534044888,94.16531511213404,4
52.55866415830838,54.7611477142928,101.02308007218183,59.89720642413206,73.80894325376265,21.908928518611532,32.67829079625611,21.663596471126542,11.346195591017436,22.93284812089068,9
38.62236356876759,11.453724178730244,56.63838348276118,66.84337230715484,85.8892714784011,61.630685791759326,50.138195614073396,98.44086154149721,20.867191707258446,20.940160973479266,1
54.33216114834939,21.97973923436964,51.62623378321197,48.013150275303005,41.050929588936974,88.37693749632109,42.00161546581295,6.46179217508158,10.493398407340097,30.356955751952615,19
82.9514834980504,4.089843595065075,94.78038327783253,73.94158591982871,18.284717472814908,73.62542132164582,28.63846199230875,63.91153875573973,89.10328380998057,15.079756102239354,18
83.94583593878764,72.6735861419009,22.935152920145278,13.033766816615588,53.890303152586135,48.90548097412332,88.39869978590143,22.33025196563629,72.16499179476268,46.18399793971577,2
